Name,Age,Purpose,Depature,Destination,PeriodOfStay
호은혜,74,tourism,busan,fukuoka,49
옥윤성,61,business,busan,fukuoka,22
기연우,65,business,jeju,tokyo,35
태현빈,0,other,gimpo,fukuoka,83
변다솜,4,tourism,busan,osaka,82
두은준,17,business,incheon,osaka,90
가세린,14,other,gimpo,saporo,86
견소윤,68,other,gimpo,osaka,13
민지안,6,business,jeju,tokyo,7
변지인,1,tourism,incheon,saporo,14
석채현,64,tourism,incheon,tokyo,28
호유나,26,business,gimpo,saporo,1
전원우,70,business,incheon,tokyo,4
빈수민,41,business,incheon,osaka,9
반재현,25,tourism,busan,tokyo,30
우채영,53,business,busan,tokyo,49
제태환,42,other,gimpo,fukuoka,29
팽연호,15,other,gimpo,tokyo,54
서서율,47,business,incheon,fukuoka,45
손준희,11,business,busan,saporo,57
박민서,76,other,busan,tokyo,13
현도아,27,tourism,gimpo,osaka,45
시세영,6,other,gimpo,saporo,3
용다솜,57,business,jeju,saporo,79
목준현,24,tourism,jeju,saporo,22
남다솜,29,business,incheon,fukuoka,90
윤준수,29,tourism,jeju,tokyo,35
원승연,37,business,incheon,osaka,66
이채빈,72,business,incheon,osaka,33
옥도아,40,business,gimpo,osaka,20
피서우,58,tourism,jeju,saporo,19
서정은,18,business,busan,saporo,7
곽다온,64,tourism,incheon,fukuoka,63
탁성현,69,tourism,gimpo,saporo,42
방지연,39,tourism,incheon,tokyo,70
채서원,14,business,incheon,fukuoka,52
민하민,14,tourism,jeju,fukuoka,41
임정빈,53,business,incheon,saporo,1
호단비,55,business,gimpo,fukuoka,18
육서율,78,other,jeju,fukuoka,71
간혜원,44,business,jeju,osaka,15
선시헌,43,business,incheon,tokyo,90
나서진,14,tourism,incheon,osaka,31
진예빈,16,tourism,busan,tokyo,67
여다율,42,tourism,gimpo,tokyo,19
위예담,66,tourism,gimpo,osaka,17
황우빈,56,business,gimpo,tokyo,58
편은혁,53,tourism,busan,osaka,77
명하엘,46,tourism,gimpo,saporo,80
위수정,56,business,busan,tokyo,78
전준후,71,business,busan,tokyo,13
손현승,51,business,jeju,osaka,2
변채현,77,other,incheon,fukuoka,25
견승훈,20,tourism,gimpo,tokyo,80
송재희,60,business,gimpo,saporo,3
감예찬,78,other,busan,tokyo,75
경세영,45,business,busan,tokyo,45
한진서,2,tourism,gimpo,saporo,30
예민주,42,other,jeju,osaka,39
당재원,69,other,jeju,fukuoka,22
위연재,58,other,busan,saporo,7
도정현,11,other,incheon,osaka,4
반윤성,41,business,gimpo,tokyo,29
조희찬,21,business,gimpo,osaka,55
경동욱,30,other,incheon,osaka,84
견강현,8,other,jeju,osaka,90
박하진,80,business,jeju,osaka,82
주하율,33,other,gimpo,fukuoka,45
백윤,58,other,busan,fukuoka,15
홍서율,21,other,incheon,tokyo,66
최효원,78,tourism,gimpo,tokyo,19
라시헌,21,tourism,busan,saporo,25
전하엘,27,tourism,incheon,tokyo,45
팽윤,73,tourism,incheon,fukuoka,68
함소민,64,business,incheon,saporo,16
허다현,1,tourism,jeju,saporo,76
편지웅,75,other,incheon,saporo,26
제로아,34,tourism,gimpo,saporo,3
심도경,30,other,incheon,saporo,59
하시율,78,other,gimpo,osaka,44
인경민,15,business,incheon,tokyo,44
고설,27,other,incheon,fukuoka,73
오민석,44,other,jeju,tokyo,38
양채이,69,other,incheon,fukuoka,90
연은우,29,business,jeju,saporo,86
차연호,11,business,busan,tokyo,49
맹이나,64,tourism,gimpo,fukuoka,75
상준서,50,other,incheon,tokyo,10
곽현빈,9,other,busan,osaka,33
음연준,50,other,busan,fukuoka,40
황건후,24,tourism,gimpo,osaka,9
승정민,14,business,jeju,osaka,14
승민석,44,other,incheon,osaka,36
금로아,24,business,gimpo,tokyo,61
음준형,33,tourism,incheon,tokyo,46
변현아,47,business,gimpo,osaka,74
황민영,52,other,jeju,tokyo,81
팽채아,78,business,busan,fukuoka,35
김채원,26,tourism,busan,osaka,31
라재하,78,tourism,gimpo,fukuoka,48
온봄,15,other,incheon,saporo,45
소유민,15,business,incheon,osaka,20
진지우,12,business,gimpo,fukuoka,25
지유안,14,other,gimpo,fukuoka,28
하이서,23,other,incheon,tokyo,73
범유하,45,business,jeju,fukuoka,49
장세인,63,business,jeju,fukuoka,87
목현서,80,other,jeju,saporo,27
문경민,16,business,incheon,osaka,66
간효주,57,tourism,gimpo,fukuoka,13
유성원,71,business,busan,tokyo,69
구채현,70,business,gimpo,fukuoka,3
단시우,69,other,busan,tokyo,64
육찬영,79,business,busan,saporo,54
옥채아,17,tourism,incheon,osaka,32
주하엘,32,business,jeju,osaka,83
사시현,12,tourism,jeju,saporo,87
신주혁,5,tourism,busan,saporo,87
탁태성,69,tourism,jeju,osaka,8
강재은,38,tourism,jeju,fukuoka,7
성윤주,61,tourism,incheon,fukuoka,10
유지아,7,business,jeju,tokyo,7
승로아,73,other,jeju,tokyo,65
문민규,3,business,gimpo,saporo,5
구다인,39,other,jeju,tokyo,26
상원우,39,business,busan,osaka,13
용민영,9,other,busan,fukuoka,39
탁나연,68,other,incheon,tokyo,39
신예은,60,tourism,gimpo,fukuoka,48
복시은,70,tourism,busan,osaka,79
표서인,31,tourism,jeju,saporo,13
나수아,51,tourism,busan,osaka,74
현선율,26,other,busan,saporo,49
금서빈,32,other,gimpo,osaka,39
인태우,30,tourism,incheon,osaka,38
경하진,56,business,busan,fukuoka,5
이건우,16,tourism,jeju,saporo,72
당도영,4,tourism,incheon,fukuoka,40
변라희,80,business,gimpo,saporo,62
복도겸,14,tourism,busan,tokyo,40
공태환,11,other,busan,fukuoka,45
조강우,0,tourism,incheon,fukuoka,24
팽연주,0,tourism,incheon,osaka,40
석하늘,20,other,jeju,fukuoka,43
형연우,13,tourism,jeju,osaka,76
임유빈,66,other,incheon,fukuoka,55
갈하민,27,tourism,jeju,tokyo,56
목다윤,75,business,jeju,osaka,89
상아영,23,business,gimpo,saporo,38
형서준,60,business,busan,osaka,64
고은혁,77,tourism,incheon,fukuoka,17
임이안,45,other,jeju,osaka,55
라지온,32,tourism,incheon,fukuoka,49
송태은,13,business,jeju,saporo,18
봉원준,45,tourism,gimpo,osaka,73
옥시은,16,business,busan,saporo,41
윤온유,25,business,jeju,fukuoka,66
안하민,51,other,gimpo,osaka,80
류하랑,58,business,incheon,osaka,70
길은솔,69,other,gimpo,osaka,4
남도희,15,tourism,incheon,fukuoka,25
문이준,5,tourism,incheon,saporo,45
금설아,9,business,busan,fukuoka,20
용민성,74,other,jeju,tokyo,17
성유라,34,business,incheon,osaka,21
지정은,41,business,jeju,fukuoka,73
피예솔,34,business,jeju,osaka,37
최태건,11,business,jeju,tokyo,70
심규현,71,tourism,busan,fukuoka,43
복도은,54,business,jeju,osaka,87
선민아,50,other,gimpo,fukuoka,81
성다인,0,other,busan,fukuoka,22
정영민,56,business,busan,tokyo,24
당종현,14,business,busan,tokyo,78
선라윤,10,business,incheon,osaka,11
민재원,25,business,busan,fukuoka,70
인해인,41,tourism,incheon,saporo,6
현진우,79,tourism,incheon,tokyo,33
손승준,16,tourism,incheon,fukuoka,2
곽아린,10,tourism,busan,osaka,46
명소원,54,business,incheon,fukuoka,26
당지후,16,other,jeju,fukuoka,74
민은서,0,other,incheon,saporo,45
한건후,7,business,jeju,osaka,12
연소연,0,tourism,incheon,tokyo,11
가윤성,79,other,gimpo,fukuoka,12
팽다솜,5,other,incheon,saporo,78
예세현,35,business,gimpo,osaka,53
위준후,25,tourism,jeju,tokyo,79
안유현,46,tourism,busan,fukuoka,10
범연우,6,business,incheon,saporo,49
간선우,2,tourism,jeju,tokyo,42
동봄,9,tourism,jeju,osaka,40
황채현,80,tourism,jeju,saporo,6
모가온,40,other,gimpo,osaka,68
안윤하,44,other,busan,tokyo,34
동예슬,71,business,busan,osaka,2
석재훈,34,other,jeju,saporo,33
여도훈,28,other,gimpo,saporo,16
염지혁,61,tourism,jeju,saporo,86
신태현,68,other,gimpo,saporo,13
신태건,65,business,busan,tokyo,17
가소정,77,business,jeju,osaka,86
현리나,75,other,jeju,fukuoka,50
좌수지,62,other,incheon,fukuoka,56
엄정우,37,business,jeju,tokyo,51
석시완,38,other,incheon,saporo,44
임규민,74,business,busan,fukuoka,86
설혜윤,72,tourism,incheon,fukuoka,18
당시훈,79,business,gimpo,fukuoka,33
상우주,22,tourism,gimpo,osaka,48
태세아,73,other,jeju,tokyo,62
석지완,32,other,jeju,saporo,29
태예지,5,tourism,incheon,osaka,56
호선우,18,other,incheon,osaka,41
황소민,2,other,incheon,fukuoka,88
석슬아,2,tourism,gimpo,tokyo,82
호아준,9,other,incheon,saporo,64
나민호,65,business,jeju,tokyo,66
여성민,44,tourism,incheon,fukuoka,80
위준형,68,other,incheon,tokyo,36
변주은,79,business,busan,fukuoka,76
강연재,70,tourism,gimpo,fukuoka,10
팽은별,35,other,incheon,fukuoka,55
제석현,13,tourism,busan,tokyo,56
라은별,25,other,jeju,osaka,60
음소민,20,other,gimpo,fukuoka,74
신태은,54,other,busan,fukuoka,54
연채린,61,other,busan,osaka,68
형하율,19,tourism,jeju,tokyo,60
여준성,37,business,busan,osaka,24
승주안,32,other,incheon,osaka,22
이은별,54,tourism,gimpo,osaka,26
이도아,16,other,jeju,tokyo,19
범하늘,12,business,gimpo,fukuoka,74
팽은지,80,tourism,gimpo,fukuoka,19
범형준,60,other,busan,osaka,83
명정우,16,tourism,incheon,fukuoka,21
변지인,9,other,busan,fukuoka,27
용혜빈,10,other,gimpo,saporo,36
지하진,17,other,busan,tokyo,60
민소연,15,business,incheon,osaka,54
모가현,78,business,jeju,osaka,27
백규민,71,business,gimpo,fukuoka,81
구도겸,80,other,gimpo,saporo,74
감예주,68,other,gimpo,saporo,58
목지은,16,other,jeju,saporo,54
문하은,61,other,incheon,osaka,76
상도원,44,business,busan,fukuoka,83
범예지,19,tourism,incheon,saporo,46
동율,3,business,incheon,saporo,25
표유빈,31,other,jeju,tokyo,35
호정빈,36,tourism,jeju,osaka,67
소하영,26,business,incheon,osaka,41
변시원,54,business,jeju,fukuoka,74
제태인,48,tourism,incheon,osaka,84
예유리,11,other,gimpo,fukuoka,14
여민주,11,business,incheon,osaka,23
감유나,75,tourism,jeju,fukuoka,34
옥성민,27,business,busan,osaka,49
염민재,71,other,busan,fukuoka,12
천인우,78,business,incheon,saporo,6
여채빈,65,other,busan,fukuoka,15
서찬영,77,other,gimpo,osaka,66
목도진,35,tourism,jeju,saporo,80
공시준,52,business,gimpo,fukuoka,3
민지민,43,tourism,jeju,saporo,17
성채현,78,business,jeju,osaka,53
안민정,32,other,gimpo,osaka,10
좌보민,58,other,incheon,fukuoka,87
마민우,66,other,gimpo,tokyo,10
엄라엘,59,business,busan,saporo,67
서소은,13,business,incheon,fukuoka,12
도희원,5,other,jeju,osaka,24
길서아,67,other,busan,saporo,84
조연준,42,tourism,incheon,fukuoka,68
안혜민,79,business,jeju,saporo,40
호종현,42,business,gimpo,saporo,4
좌시윤,62,tourism,incheon,fukuoka,7
당시준,66,tourism,busan,saporo,37
배현진,45,business,gimpo,fukuoka,80
손유건,31,other,incheon,osaka,54
노찬우,24,business,gimpo,fukuoka,76
설도경,77,tourism,busan,fukuoka,20
진예림,58,business,gimpo,fukuoka,41
조유빈,52,tourism,busan,saporo,12
모유안,38,other,incheon,saporo,39
곽지원,36,other,jeju,tokyo,45
반민우,6,other,busan,osaka,29
왕혜빈,56,business,gimpo,tokyo,25
강유안,30,other,incheon,osaka,81
음현아,79,tourism,incheon,fukuoka,65
오정원,52,business,busan,osaka,58
동도희,2,business,incheon,osaka,65
음도희,45,business,incheon,tokyo,34
한지운,6,tourism,jeju,saporo,30
상주영,53,business,busan,fukuoka,43
라채민,35,business,busan,fukuoka,6
전하랑,52,tourism,gimpo,osaka,70
문지온,70,tourism,jeju,fukuoka,16
갈시윤,79,other,jeju,osaka,68
정찬영,69,other,incheon,fukuoka,39
유서아,47,tourism,busan,tokyo,37
옥연지,21,other,gimpo,osaka,43
옥라희,31,other,jeju,osaka,5
진정빈,60,business,jeju,fukuoka,78
주소이,26,business,gimpo,osaka,82
서윤아,20,other,busan,tokyo,11
부하늘,72,other,gimpo,tokyo,88
용혜린,42,business,incheon,tokyo,4
두미소,62,tourism,jeju,saporo,12
용태호,47,business,busan,tokyo,76
유민재,42,business,gimpo,saporo,80
호지유,52,tourism,incheon,osaka,37
가봄,80,tourism,busan,fukuoka,81
선예나,43,other,gimpo,osaka,20
동시율,22,tourism,jeju,osaka,39
백하민,39,business,jeju,osaka,64
부보미,24,tourism,gimpo,saporo,80
현현준,39,other,gimpo,saporo,53
위재희,19,tourism,incheon,saporo,17
이지율,60,tourism,incheon,saporo,4
온시율,8,business,gimpo,fukuoka,86
박건호,26,other,jeju,fukuoka,85
태지호,76,tourism,gimpo,saporo,86
나시준,67,tourism,gimpo,tokyo,41
허준영,61,other,busan,tokyo,19
서은수,20,tourism,incheon,saporo,86
간하연,49,tourism,incheon,saporo,38
선하엘,10,other,busan,saporo,31
목하람,26,other,jeju,saporo,56
강나현,6,tourism,jeju,fukuoka,33
나은비,7,business,jeju,fukuoka,1
동정빈,55,other,jeju,saporo,84
주유림,12,business,jeju,saporo,55
송소연,63,other,jeju,saporo,71
백준희,80,other,gimpo,saporo,68
탁소윤,30,tourism,jeju,tokyo,79
상민혁,53,other,jeju,saporo,4
유우현,11,tourism,gimpo,fukuoka,49
최도하,43,tourism,gimpo,osaka,34
소수정,10,business,gimpo,fukuoka,6
국유주,57,other,jeju,fukuoka,41
고지안,1,other,incheon,fukuoka,5
장혜진,37,business,busan,saporo,25
간주은,53,tourism,gimpo,fukuoka,78
범이현,9,business,busan,saporo,22
은은별,59,tourism,jeju,saporo,41
문도아,69,business,gimpo,fukuoka,40
도현우,51,business,jeju,tokyo,71
고윤지,3,tourism,gimpo,tokyo,18
가경민,33,other,gimpo,tokyo,45
피연지,39,other,busan,fukuoka,44
진나율,55,tourism,jeju,fukuoka,67
정하율,58,tourism,jeju,fukuoka,90
김혜성,25,business,incheon,osaka,35
두효주,75,business,jeju,osaka,25
금요한,67,tourism,jeju,osaka,76
양지혁,7,other,busan,saporo,7
조원준,76,business,gimpo,tokyo,58
최루아,44,other,jeju,saporo,7
가현서,13,business,gimpo,osaka,57
반태리,8,tourism,busan,osaka,64
맹소윤,12,other,busan,saporo,40
모현수,8,business,incheon,tokyo,41
하은성,53,other,incheon,fukuoka,37
여은채,76,tourism,gimpo,tokyo,68
안현민,44,business,incheon,osaka,33
용세은,76,other,jeju,fukuoka,4
팽승준,44,other,gimpo,fukuoka,74
함시훈,2,business,jeju,saporo,44
배소이,13,tourism,busan,fukuoka,71
고솔,24,other,busan,saporo,72
안민서,28,tourism,busan,osaka,68
백이든,65,other,jeju,osaka,32
공유나,12,business,jeju,saporo,57
이규빈,53,business,gimpo,saporo,14
당우빈,64,business,incheon,fukuoka,10
최승윤,41,other,incheon,osaka,52
공정원,7,tourism,jeju,fukuoka,60
조라엘,15,business,incheon,fukuoka,17
소채아,34,business,jeju,saporo,79
목도원,35,business,gimpo,fukuoka,55
서소담,77,business,gimpo,tokyo,66
김상우,3,tourism,busan,saporo,52
여태이,16,other,incheon,tokyo,8
조서하,42,tourism,incheon,saporo,37
도이안,58,business,jeju,saporo,79
왕성윤,22,tourism,incheon,fukuoka,24
나효원,61,business,gimpo,tokyo,65
천준후,4,tourism,gimpo,osaka,80
변라온,34,other,gimpo,tokyo,72
최세준,72,other,incheon,osaka,83
봉찬영,66,tourism,gimpo,fukuoka,72
위지아,46,business,incheon,fukuoka,63
강주완,80,other,incheon,fukuoka,58
맹준후,63,business,jeju,saporo,13
엄민정,47,other,busan,tokyo,76
한강현,64,tourism,incheon,osaka,2
국정연,10,other,incheon,osaka,34
목서호,77,business,gimpo,fukuoka,6
기가영,57,other,gimpo,osaka,5
온동준,60,business,incheon,fukuoka,50
사채은,59,business,busan,osaka,71
음윤후,15,other,busan,osaka,5
사우현,10,tourism,incheon,fukuoka,21
신여원,32,tourism,gimpo,tokyo,81
이하리,26,tourism,busan,fukuoka,2
견다온,1,other,gimpo,osaka,20
임현성,62,other,busan,fukuoka,35
갈수연,4,business,incheon,tokyo,64
조동규,52,other,jeju,fukuoka,42
이가연,62,other,jeju,fukuoka,55
성지한,60,tourism,busan,fukuoka,21
지수연,79,business,jeju,saporo,48
복재혁,32,other,busan,osaka,18
방서하,36,business,busan,saporo,5
봉태준,8,business,gimpo,osaka,83
선지혜,21,other,busan,saporo,50
여하연,9,other,incheon,saporo,36
허주연,17,tourism,jeju,osaka,82
천우준,60,other,gimpo,osaka,6
심범준,59,business,gimpo,saporo,44
석혜진,63,tourism,jeju,saporo,89
반라윤,31,tourism,incheon,fukuoka,75
황예담,64,tourism,gimpo,saporo,67
방지안,19,tourism,incheon,fukuoka,28
백준혁,13,business,incheon,osaka,42
마준호,36,business,busan,osaka,10
추한율,1,tourism,jeju,osaka,28
임지웅,71,other,incheon,saporo,37
남하늘,51,other,busan,saporo,32
공율,50,tourism,jeju,fukuoka,56
채나연,75,tourism,busan,tokyo,17
노채윤,25,business,gimpo,fukuoka,7
정해인,5,other,gimpo,osaka,89
한설,49,business,jeju,osaka,35
육윤후,25,other,gimpo,osaka,1
명서아,32,other,incheon,fukuoka,67
사윤주,11,tourism,jeju,fukuoka,43
부아진,6,business,incheon,tokyo,51
간아현,71,other,busan,saporo,11
옥은혁,17,tourism,jeju,saporo,9
팽하성,40,other,busan,saporo,86
왕아름,48,other,gimpo,saporo,45
서예진,75,other,jeju,fukuoka,21
장라엘,49,other,incheon,saporo,71
오라온,20,tourism,jeju,osaka,28
승하온,3,other,gimpo,fukuoka,80
나태성,40,business,jeju,tokyo,79
용윤하,59,tourism,busan,tokyo,36
공태환,79,tourism,busan,fukuoka,65
우소은,80,other,busan,fukuoka,48
권승현,4,other,busan,osaka,46
복다현,33,business,jeju,osaka,73
나수진,55,tourism,busan,tokyo,52
탁지효,77,other,gimpo,fukuoka,30
홍혜원,55,business,incheon,saporo,39
오다인,27,business,busan,osaka,82
염민정,14,tourism,incheon,osaka,66
차선우,18,tourism,busan,osaka,38
인민지,42,business,incheon,saporo,64
빈태성,32,business,gimpo,osaka,49
표가현,77,business,gimpo,saporo,49
음미소,19,tourism,incheon,tokyo,31
신시완,18,tourism,incheon,tokyo,6
인도은,2,other,gimpo,saporo,87
양설아,45,business,gimpo,fukuoka,45
반민석,53,tourism,incheon,saporo,35
육지효,48,tourism,incheon,osaka,44
피민성,1,tourism,gimpo,fukuoka,5
상상민,0,tourism,incheon,saporo,23
두현,1,tourism,gimpo,tokyo,41
채은성,45,tourism,gimpo,tokyo,84
배다율,60,business,gimpo,osaka,7
모재우,36,tourism,gimpo,osaka,66
이유준,34,other,gimpo,tokyo,71
맹제이,41,business,incheon,tokyo,70
사서린,9,business,jeju,fukuoka,41
심주현,50,business,gimpo,fukuoka,2
진하온,57,tourism,busan,fukuoka,28
시유이,56,tourism,busan,fukuoka,7
여나경,63,business,incheon,osaka,32
도윤호,64,business,jeju,osaka,9
채지한,36,tourism,jeju,fukuoka,51
김채영,78,business,busan,fukuoka,49
맹정현,17,tourism,gimpo,saporo,86
민소이,43,business,incheon,fukuoka,66
류소담,49,business,gimpo,tokyo,42
기지유,54,tourism,gimpo,saporo,63
강유주,16,tourism,busan,saporo,29
오온유,61,other,gimpo,fukuoka,20
현도연,26,other,incheon,tokyo,15
배준호,70,business,jeju,tokyo,49
용정원,56,business,jeju,tokyo,89
노예빈,51,tourism,gimpo,saporo,61
천윤재,38,tourism,gimpo,osaka,52
연서율,2,tourism,gimpo,osaka,38
위태민,11,other,incheon,saporo,31
고우영,38,other,gimpo,osaka,62
변은혜,2,other,jeju,tokyo,15
피정우,33,business,jeju,saporo,31
주민석,17,business,jeju,osaka,61
온정은,44,business,busan,fukuoka,41
안태민,55,other,incheon,saporo,77
허다영,38,other,jeju,osaka,37
송서연,28,tourism,incheon,osaka,57
승준,64,other,gimpo,saporo,11
여효준,20,other,jeju,tokyo,22
송시호,11,business,jeju,saporo,25
조지유,4,other,jeju,osaka,26
태규빈,32,tourism,jeju,tokyo,74
변태준,45,business,incheon,osaka,19
유예성,74,other,jeju,saporo,15
범재윤,2,business,jeju,tokyo,57
복지완,42,other,gimpo,tokyo,3
석소정,18,business,jeju,osaka,19
김지우,30,business,gimpo,osaka,28
견시준,33,business,incheon,fukuoka,53
염시은,78,business,busan,fukuoka,88
선지혁,26,business,gimpo,saporo,8
나지영,41,tourism,busan,fukuoka,47
견윤재,21,tourism,jeju,fukuoka,31
홍은성,79,other,gimpo,saporo,44
황재원,16,tourism,gimpo,tokyo,74
옥승찬,2,tourism,gimpo,fukuoka,74
은가람,23,tourism,gimpo,fukuoka,26
육유진,36,other,jeju,saporo,82
은지원,0,tourism,busan,fukuoka,78
권태희,64,other,gimpo,tokyo,76
나하윤,56,tourism,jeju,fukuoka,54
